epoch,seed,model,base_model,experiment_group,physics_lambda,train_total_loss,train_data_mse,train_physics_loss,val_mse_norm,lr
27,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013105966095083757,0.0013101322393947307,0.04643717412036645,0.0013535613371824153,0.0005
28,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.001310820531849142,0.001310356876858188,0.04636543153883507,0.0013523115607761386,0.0005
29,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013160502003490401,0.0013155870952577895,0.046310589365337204,0.0013750282775358733,0.0005
30,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013147751257444422,0.0013143118697712217,0.04632582601090396,0.0013514580255698252,0.0005
31,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013126667060380259,0.0013122037731595029,0.04629330960243138,0.001339242601281275,0.0005
32,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013061974953964169,0.0013057352663123861,0.04622297518063283,0.0013334226647193953,0.0005
33,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013425507839175239,0.0013420889109486856,0.04618723425960195,0.001385533990977323,0.0005
34,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.001317797622047596,0.001317335937922246,0.046168505273929045,0.0013516912324543016,0.0005
35,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013151841952058624,0.0013147227839213906,0.046140919021074325,0.001325620187037053,0.0005
36,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0013039178177849321,0.0013034564285542946,0.046138825801280224,0.001339748497840899,0.0005
37,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0012953762801635941,0.0012949152681378813,0.04610116460493633,0.001341207315110498,0.0005
38,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0012957049806324639,0.0012952439528195801,0.04610294719105181,0.0013363794952289062,0.00025
39,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0012697788354541575,0.0012693181380872493,0.04606978246637506,0.0013079771941869659,0.00025
40,42,GridGCN_PhysicsLoss_lambda_1em05,GridGCN_PhysicsLoss,physics_lambda_ablation,1e-05,0.0012700646864076764,0.0012696042589893407,0.046042539896617024,0.0013081903292703023,0.00025
