epoch,seed,model,base_model,experiment_group,physics_lambda,train_total_loss,train_data_mse,train_physics_loss,val_mse_norm,lr
12,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.00204619654313532,0.0017474284901729097,0.029876805375297372,0.0016918354274048177,0.0005
13,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.001951011597693707,0.0016520733821666635,0.029893822165873232,0.0017685024894477017,0.0005
14,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0022286426914204104,0.0019276914503483205,0.03009512440511652,0.0016168563588463887,0.0005
15,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.001984379556286486,0.0016849698162855538,0.02994097482729279,0.0016507444546697437,0.0005
16,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.001891954292689776,0.0015927654461825255,0.02991888549093998,0.001557240867762318,0.0005
17,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.002041693251410318,0.001741549560528318,0.030014369756322715,0.0016678198474652814,0.0005
18,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0018938696867541467,0.0015935821397958891,0.030028755346594636,0.0015852911575530895,0.0005
19,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.003839692387943914,0.0035395963232208423,0.03000960850367018,0.001843744687565067,0.00025
20,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0019250816702225688,0.0016278582143040054,0.029722346135609885,0.001632174186224055,0.00025
21,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0018620472941277683,0.0015643692955492339,0.029767800697104285,0.0015817147067743512,0.00025
22,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0018184464383874219,0.0015199575252642019,0.0298488919177781,0.0015342063293004957,0.00025
23,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.001809455045570251,0.0015101840139432245,0.029927103612456263,0.0015326879028869783,0.00025
24,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017914583566203313,0.0014918443184552279,0.02996140403391535,0.0015653526024658972,0.00025
25,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017719899984385131,0.0014722566963915808,0.029973330747482693,0.0015609111301690915,0.00025
26,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017614477154014026,0.0014615488607642737,0.02998988612267665,0.0015374250408567956,0.000125
27,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017240086411787331,0.0014241493214741273,0.029985932587003855,0.0014649051565514958,0.000125
28,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017196097590538285,0.0014198720169554446,0.029973774886155966,0.0014844003497906353,0.000125
29,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017167102216741005,0.0014170105614859465,0.029969966721645792,0.0014697017242619093,0.000125
30,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017136878791452225,0.0014143289785348188,0.029935890284230004,0.0014440621202136726,0.000125
31,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017060140879558666,0.0014066406289225456,0.029937346375260045,0.0014346732650006163,0.000125
32,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017054129230903603,0.0014063560082837477,0.02990569194343026,0.00143480166491427,0.000125
33,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0017021777005634786,0.0014031713179603806,0.029900638459878927,0.0014559402932516402,0.000125
34,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0016997376404795216,0.0014008783228458223,0.029885932128282562,0.0014362542559325263,6.25e-05
35,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0016816900445314174,0.0013828552272614268,0.029883482371983322,0.0014221568666128576,6.25e-05
36,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0016798780470369211,0.001381172154674318,0.029870589743860018,0.0014250274935449308,6.25e-05
37,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.001678774228047649,0.0013802330540859489,0.02985411765165704,0.00142108422483583,6.25e-05
38,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0016777858875140425,0.001379449503890607,0.029833639121573906,0.001421798102148237,6.25e-05
39,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.00167454765554263,0.0013763870578500255,0.029816060409906243,0.001416837950664514,6.25e-05
40,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0016730400098788534,0.0013750071657096532,0.02980328472350448,0.0014191965582659063,6.25e-05
